GMT.Time,id,Latitude,Longitude,Altitude,Duration,Temperature,DOP,Satellites,Cause.of.Fix,angle,dist1,dist2
10/07/2020 5:20,4,-36.5377046,174.2494253,157.75,4,15.5,1.2,5,GPS Schedule,102.4744047,133.4576777,233.0757075
10/07/2020 5:30,4,-36.5388625,174.2490225,167.42,5,14,1.2,5,GPS Schedule,5.904086282,99.92132676,164.2733079
10/07/2020 5:40,4,-36.5396998,174.248612,154.57,3,13,1.2,5,GPS Schedule,104.6243798,158.03605,289.1875707
10/07/2020 5:51,4,-36.5388585,174.247188,0.05,70,13.5,4.8,3,GPS Schedule,23.86222385,137.5049811,248.1001685
10/07/2020 6:10,4,-36.5377846,174.2464219,169.28,58,14,1.2,5,GPS Schedule,69.23315887,163.4318572,159.4103675
10/07/2020 6:20,4,-36.536645,174.247578,150.15,19,12.5,1.2,5,GPS Schedule,144.1916987,4.991801022,4.576635252
10/07/2020 6:30,4,-36.5366899,174.2475746,150.13,4,12,1.2,4,GPS Schedule,116.3380662,1.249092098,14.37229144
10/07/2020 6:40,4,-36.5366843,174.2475625,161.06,37,13,0.8,9,GPS Schedule,67.1883796,13.84182075,118.9225468
10/07/2020 6:50,4,-36.5365605,174.2475814,159.43,1,11,1.4,5,GPS Schedule,-66.73199845,112.7727803,238.5942877
10/07/2020 7:00,4,-36.5360479,174.246494,180.78,1,10.5,1.8,5,GPS Schedule,-52.27442436,152.290511,263.1859665
10/07/2020 7:10,4,-36.5365616,174.244917,179.43,1,10,1.2,6,GPS Schedule,-65.24955085,160.1598841,253.2765703
10/07/2020 7:20,4,-36.5380032,174.2448306,165.09,2,10.5,1,8,GPS Schedule,-61.93964996,134.8363652,131.2434059
10/07/2020 7:30,4,-36.5386259,174.2461236,169.25,3,11,1,8,GPS Schedule,142.5027947,209.3880165,275.7475654
10/07/2020 7:40,4,-36.538845,174.2438011,163.32,1,10.5,1.4,6,GPS Schedule,60.88961466,104.459152,173.8587074
10/07/2020 7:50,4,-36.5380813,174.2431191,128.2,4,11,1,7,GPS Schedule,105.9298015,170.5750234,288.6411377
10/07/2020 8:00,4,-36.5375594,174.2449108,167.73,2,10.5,1,6,GPS Schedule,31.58282114,129.1582666,198.2904176
10/07/2020 8:10,4,-36.5377961,174.246323,172.59,2,11,1.4,4,GPS Schedule,41.41796161,82.08050607,160.9678621
10/07/2020 8:21,4,-36.538388,174.2468727,171.3,64,14,1.4,6,GPS Schedule,66.77057093,109.8286214,278.6409711
10/07/2020 8:30,4,-36.5392458,174.2462609,148.64,1,12,1.6,6,GPS Schedule,14.1229208,170.8402991,156.068834
10/07/2020 8:40,4,-36.5403524,174.2449345,125.69,2,12,2.8,4,GPS Schedule,149.0675531,17.52400329,230.8304655
