GMT.Time,id,Latitude,Longitude,Altitude,Duration,Temperature,DOP,Satellites,Cause.of.Fix,angle,dist1,dist2
9/08/2020 2:50,9,-36.4493195,174.535833,177.99,2,23,2.6,5,GPS Schedule,118.1164237,53.66153848,45.61463058
9/08/2020 3:00,9,-36.4491631,174.5363994,211.59,1,19,2,5,GPS Schedule,155.6423549,88.77093373,189.7579733
9/08/2020 3:10,9,-36.449711,174.5356779,173.02,5,17.5,2.4,5,GPS Schedule,62.11884303,131.2620013,164.3960188
9/08/2020 3:20,9,-36.449328,174.5342926,146.41,3,16,3.2,4,GPS Schedule,22.94473952,35.35234097,81.50661292
9/08/2020 3:30,9,-36.4491155,174.5339988,178.34,35,18.5,1,8,GPS Schedule,42.55995019,51.88095981,52.10049361
9/08/2020 3:40,9,-36.4486502,174.5339423,165.78,1,17.5,1,7,GPS Schedule,-105.8919467,29.1944189,24.31166218
9/08/2020 3:50,9,-36.4487466,174.5336393,173.17,2,17.5,1,8,GPS Schedule,-134.0101981,8.029138378,123.9717651
9/08/2020 4:00,9,-36.4487766,174.5337208,192.23,1,17.5,1.6,5,GPS Schedule,41.83797073,117.8740456,325.3521371
9/08/2020 4:10,9,-36.4497495,174.5342486,168.93,4,16.5,1,7,GPS Schedule,61.63956249,252.3823758,454.0128214
9/08/2020 4:20,9,-36.4515424,174.5325164,190.75,2,13.5,1.2,6,GPS Schedule,-9.579813737,203.2029662,341.5554973
9/08/2020 4:30,9,-36.4531533,174.5314385,150.71,21,14,1.2,6,GPS Schedule,4.764718774,138.6374473,356.4810862
9/08/2020 4:40,9,-36.4541992,174.5305926,151.8,2,13,2.8,5,GPS Schedule,17.23492754,221.6942143,228.599571
9/08/2020 4:50,9,-36.4554728,174.5286872,125.42,2,12.5,3,4,GPS Schedule,96.94329561,88.66816136,147.6257666
9/08/2020 5:00,9,-36.4548001,174.5281534,127.17,35,14.5,2.6,5,GPS Schedule,-82.11188991,106.487927,252.962416
9/08/2020 5:10,9,-36.4552022,174.5270748,182.9,1,13.5,2.4,5,GPS Schedule,28.81866289,154.4002036,147.9916802
9/08/2020 5:20,9,-36.455104,174.5253567,170.72,2,12.5,2.2,4,GPS Schedule,-161.596213,6.770221772,5.213964715
9/08/2020 5:30,9,-36.4551273,174.5254265,175.63,52,15,1.6,5,GPS Schedule,-136.5810272,2.56558788,128.3893326
9/08/2020 5:40,9,-36.4551062,174.5254148,160.29,12,14,1.8,5,GPS Schedule,28.44218094,126.1276011,267.4172185
9/08/2020 5:50,9,-36.4539728,174.5255206,177.4,26,14,2,5,GPS Schedule,-51.13031275,169.5827883,264.9096512
9/08/2020 6:00,9,-36.452927,174.5241412,142.63,2,11.5,2.2,4,GPS Schedule,-62.17657806,139.2140035,143.4156465
9/08/2020 6:21,9,-36.4533353,174.5226728,175.55,65,14,2.2,5,GPS Schedule,75.73336632,14.31886426,286.833565
9/08/2020 6:30,9,-36.4532274,174.5225852,195.12,2,13.5,2.4,5,GPS Schedule,-124.7835139,294.7609625,323.282865
9/08/2020 6:50,9,-36.455691,174.5213557,205.39,19,13,3.6,5,GPS Schedule,-97.37301477,175.8791644,207.7579842
9/08/2020 7:00,9,-36.4560901,174.5232545,217.81,70,13.5,7.8,3,GPS Schedule,50.77506707,45.62317041,88.39142124
9/08/2020 7:11,9,-36.4564638,174.5234667,0.13,70,14,2,4,GPS Schedule,-73.0248961,63.54999757,61.66384312
