GMT.Time,id,Latitude,Longitude,Altitude,Duration,Temperature,DOP,Satellites,Cause.of.Fix,angle,dist1,dist2
1/08/2020 7:11,7,-36.450708,174.237828,-0.33,70,27.5,7,3,GPS Schedule,-177.7741865,167.8807151,169.3752598
1/08/2020 7:41,7,-36.4494755,174.236742,110.79,70,26,4,4,GPS Schedule,-45.53784795,2.124043129,91.00863922
1/08/2020 7:51,7,-36.4494725,174.2367186,109.55,70,26,3,4,GPS Schedule,-152.0614164,92.87968463,113.0308473
1/08/2020 11:01,7,-36.4499757,174.2375465,0.29,70,30.5,3.2,3,GPS Schedule,115.5852622,115.993141,299.3366605
1/08/2020 12:21,7,-36.4504577,174.2363984,121.44,65,19.5,1.8,5,GPS Schedule,19.03597823,187.286314,228.4896815
1/08/2020 12:30,7,-36.4507049,174.2343318,149.95,8,16,1.8,5,GPS Schedule,51.52788553,58.71874987,180.2624627
1/08/2020 12:40,7,-36.4503433,174.2338536,136.94,5,14.5,2,5,GPS Schedule,-66.25166854,148.4163026,451.0655073
1/08/2020 12:50,7,-36.450869,174.2323313,108.45,9,14.5,2,4,GPS Schedule,40.06743876,327.2514629,321.460556
1/08/2020 13:10,7,-36.4500105,174.228839,106.15,34,15.5,2,5,GPS Schedule,136.9476955,7.988118209,74.53122661
1/08/2020 13:20,7,-36.4499788,174.228919,117.65,25,15.5,2.8,5,GPS Schedule,15.21956079,66.79376913,26.37532887
1/08/2020 13:31,7,-36.4498649,174.2296506,0.11,70,16,3.6,3,GPS Schedule,166.4114771,86.12283342,82.5137052
1/08/2020 14:00,7,-36.4501867,174.2287764,76.31,34,15,1.4,5,GPS Schedule,106.7250811,22.41036724,24.10378031
1/08/2020 14:10,7,-36.4499866,174.2287426,121.52,14,15,1,5,GPS Schedule,-71.61588165,4.277704263,98.7441553
1/08/2020 14:20,7,-36.4499795,174.2286957,93.98,1,14.5,1.4,5,GPS Schedule,13.66777891,94.58241285,141.9377558
1/08/2020 14:30,7,-36.449629,174.227734,129.81,7,14.5,1.6,5,GPS Schedule,6.732738676,47.57379425,153.245371
1/08/2020 14:40,7,-36.4494081,174.2272792,129.33,8,14,1.6,5,GPS Schedule,-157.1869808,195.9835486,448.1457601
1/08/2020 14:50,7,-36.4508338,174.2285695,197.91,12,14.5,1.8,5,GPS Schedule,-80.62806226,372.3670945,198.2094429
1/08/2020 15:41,7,-36.4493207,174.2322769,107.11,70,16,3,4,GPS Schedule,-164.4492396,187.5015495,369.7104734
1/08/2020 15:51,7,-36.4496504,174.2302256,109.75,63,15.5,1.4,5,GPS Schedule,-15.52485941,185.627965,146.9712899
1/08/2020 16:10,7,-36.450404,174.228377,-0.09,70,16.5,2.6,3,GPS Schedule,158.2463976,42.53345729,48.79719496
1/08/2020 16:21,7,-36.4501168,174.2286912,100.28,65,16.5,2.8,5,GPS Schedule,-56.27841399,9.997257101,25.56708977
1/08/2020 16:30,7,-36.4500297,174.2286627,123.46,2,15.5,1.8,4,GPS Schedule,163.3409062,34.98359523,25.36236102
1/08/2020 16:40,7,-36.4502986,174.2288664,98.22,32,17.5,2.4,5,GPS Schedule,156.9097855,10.84993518,29.38767398
1/08/2020 16:50,7,-36.4502419,174.2287678,108.42,15,17,2.6,5,GPS Schedule,32.93586756,19.6833801,24.30954603
1/08/2020 17:00,7,-36.450077,174.2286869,104.57,17,16.5,4,4,GPS Schedule,35.47438702,5.428873243,22.84788984
1/08/2020 17:10,7,-36.4500295,174.2287014,116.76,33,17,2.2,5,GPS Schedule,165.2492206,28.0559895,2.220206731
1/08/2020 17:20,7,-36.4502823,174.2287063,68.69,3,15.5,2.4,5,GPS Schedule,-176.2051254,26.77737434,40.58879587
1/08/2020 17:30,7,-36.4500413,174.2287214,114.99,32,17.5,2.8,6,GPS Schedule,18.89852956,14.31744217,4.556345728
1/08/2020 17:40,7,-36.4499215,174.2287807,158.24,1,15.5,4,5,GPS Schedule,-171.3996994,18.17842112,15.00434642
1/08/2020 17:50,7,-36.4500628,174.2286781,118.49,2,16,2.6,6,GPS Schedule,-146.5950096,3.996503023,13.63411009
1/08/2020 18:00,7,-36.4500469,174.2287181,124.24,1,16,2.8,5,GPS Schedule,-54.34440572,10.91214382,10.41253152
1/08/2020 18:10,7,-36.4499499,174.2287381,113.57,2,16.5,2.6,6,GPS Schedule,-166.5876392,20.71472544,10.8920861
1/08/2020 18:20,7,-36.4501219,174.2286483,139.92,1,16,2.6,6,GPS Schedule,164.6384385,10.56590451,4.393348944
1/08/2020 18:30,7,-36.4500275,174.2286637,112.02,7,16.5,2.8,6,GPS Schedule,156.2986716,8.550830175,12.74168685
1/08/2020 18:40,7,-36.4501015,174.2286903,122.78,5,16.5,2.6,6,GPS Schedule,-23.01163401,4.425008276,12.8019577
1/08/2020 18:50,7,-36.4501324,174.2287215,134.96,7,16.5,2.6,5,GPS Schedule,-116.7482514,14.16842255,157.2955313
1/08/2020 19:00,7,-36.4500158,174.2287859,122.18,7,16,2,6,GPS Schedule,84.44329162,155.2901864,186.2471454
1/08/2020 19:10,7,-36.4504596,174.2304287,53.83,33,15.5,1.6,6,GPS Schedule,52.96857928,45.47131983,113.7010053
1/08/2020 20:21,7,-36.4508481,174.23059,3.88,70,21.5,5,4,GPS Schedule,-100.9732569,113.2269865,122.6771154
1/08/2020 22:41,7,-36.4503454,174.2316891,0.29,70,28.5,3.6,3,GPS Schedule,-101.523408,74.97324605,89.46872665
1/08/2020 23:21,7,-36.4498358,174.23114,107.15,63,26.5,2.8,5,GPS Schedule,11.97743801,14.7644296,90.48315255
1/08/2020 23:30,7,-36.4497195,174.23106,96.02,48,23.5,3.8,4,GPS Schedule,-114.6203567,95.63301808,45.31741195
1/08/2020 23:50,7,-36.4504139,174.2304282,0.11,70,23,4.2,3,GPS Schedule,160.0205739,58.4777433,65.19017207
2/08/2020 0:10,7,-36.4499082,174.2306117,0.33,70,22.5,5.4,3,GPS Schedule,102.8515328,44.61852864,41.52190666
2/08/2020 0:30,7,-36.4501043,174.2310462,75.23,70,24.5,3.6,4,GPS Schedule,-111.74574,13.97762799,69.08501295
2/08/2020 0:41,7,-36.4499794,174.2310664,87.26,70,26.5,3.2,5,GPS Schedule,-177.91285,83.05149245,33.67490268
2/08/2020 0:51,7,-36.4507175,174.230913,3.29,70,27.5,4.8,4,GPS Schedule,-177.8405269,49.46333651,106.0142741
2/08/2020 1:01,7,-36.450281,174.2310248,53.72,70,28.5,4.8,4,GPS Schedule,-4.543372106,56.63393789,52.44514157
2/08/2020 1:11,7,-36.4497746,174.2311034,111.29,70,29.5,4.8,4,GPS Schedule,171.3989985,4.240318038,140.2743648
2/08/2020 1:21,7,-36.4498128,174.2311046,115.66,70,29.5,4.6,4,GPS Schedule,35.94722268,136.8194929,4.324660948
2/08/2020 2:41,7,-36.450829,174.2302403,0.01,70,31.5,6.2,3,GPS Schedule,-178.3730312,138.6650154,149.9746767
2/08/2020 3:41,7,-36.4498196,174.2311521,94.44,65,22,3,5,GPS Schedule,-28.9034261,12.77367105,14.48947422
2/08/2020 3:50,7,-36.4497054,174.23117,104.87,22,20.5,3.4,5,GPS Schedule,75.99845349,4.414751846,22.90952251
2/08/2020 4:00,7,-36.4497007,174.2312189,108.93,15,20.5,3.2,5,GPS Schedule,-39.9194539,19.34780186,9.023589036
2/08/2020 4:10,7,-36.4495738,174.2313669,138.1,2,19.5,4,4,GPS Schedule,159.8011219,24.22398901,266.6478142
2/08/2020 4:21,7,-36.4497746,174.2312609,99.52,70,20.5,1.8,4,GPS Schedule,-102.0649273,270.6567696,259.6691001
2/08/2020 5:51,7,-36.4502413,174.2342242,116.92,66,16.5,1.6,5,GPS Schedule,115.4039028,28.61979793,26.73352138
2/08/2020 6:00,7,-36.4504488,174.2340346,159.8,6,15.5,1.8,5,GPS Schedule,-128.2890331,32.22746785,1.176434064
2/08/2020 6:31,7,-36.4504394,174.2343939,122.5,65,16,1.2,6,GPS Schedule,178.1031459,31.71375877,16.58028791
2/08/2020 6:40,7,-36.4504581,174.2340409,118.01,2,14,1.2,6,GPS Schedule,153.5620229,19.70594725,165.626317
2/08/2020 6:50,7,-36.4503688,174.2342309,134.79,2,15,4.2,5,GPS Schedule,-131.8378346,178.1186722,32.85775776
2/08/2020 7:21,7,-36.4498735,174.232341,0.5,70,18,2.6,3,GPS Schedule,-172.7347421,152.7671462,184.4866439
2/08/2020 13:20,7,-36.4504605,174.2338824,141.22,59,18.5,2.4,5,GPS Schedule,-53.6841633,46.9416016,15.34936318
2/08/2020 13:30,7,-36.450259,174.2343428,100.79,2,15.5,3,4,GPS Schedule,174.339071,61.34696509,28.66929586
2/08/2020 13:41,7,-36.450569,174.2337762,57.6,70,17.5,2.2,4,GPS Schedule,-165.7722813,35.08095496,103.9123531
2/08/2020 13:51,7,-36.4504615,174.2341442,120.87,70,17.5,5.2,5,GPS Schedule,-99.12156246,103.5309209,116.0877578
2/08/2020 14:21,7,-36.4496455,174.2335843,129.01,64,18,1.2,5,GPS Schedule,76.49597125,33.63578222,33.565769
2/08/2020 14:30,7,-36.4494407,174.2338609,132.85,5,17.5,1.2,5,GPS Schedule,116.1607267,29.4999169,22.36743074
2/08/2020 14:40,7,-36.4496958,174.2339535,82.74,3,18.5,3.6,4,GPS Schedule,133.9300732,27.46162378,36.99160408
2/08/2020 14:51,7,-36.4495812,174.233682,120.15,64,24,1.2,6,GPS Schedule,-4.24176492,9.549393834,5.94006132
2/08/2020 15:00,7,-36.4495471,174.2335842,108.45,1,25.5,1.4,5,GPS Schedule,-141.7376842,6.937801844,14.70394337
2/08/2020 15:10,7,-36.4496021,174.233621,128.79,4,27,1.2,6,GPS Schedule,-103.0364912,14.62337777,115.4070933
2/08/2020 15:20,7,-36.4495149,174.2337433,145.26,4,28.5,1.4,5,GPS Schedule,86.16446245,113.502852,265.7805855
2/08/2020 15:51,7,-36.4502348,174.2346427,-3.29,70,22.5,3.2,4,GPS Schedule,-66.69987299,199.5874623,202.3323017
2/08/2020 19:10,7,-36.449562,174.2367074,104.52,70,32,4.8,4,GPS Schedule,85.76825768,21.60562313,20.83376682
2/08/2020 19:21,7,-36.4497367,174.2368138,100.15,70,31,5.6,4,GPS Schedule,-172.9169376,42.10346208,39.37084089
2/08/2020 20:50,7,-36.4493782,174.23666,123.73,34,28.5,1.8,5,GPS Schedule,-111.6712725,11.17742213,17.28964142
2/08/2020 21:00,7,-36.449444,174.2365656,123.93,70,24,2.2,3,GPS Schedule,-15.33101653,6.255536335,2.543926148
2/08/2020 21:11,7,-36.4494908,174.2365267,121.96,70,25,2.6,4,GPS Schedule,-156.3394765,6.141021296,7.84398203
2/08/2020 21:20,7,-36.4494611,174.2365845,121.37,36,27,1.6,6,GPS Schedule,22.57792603,1.810875552,1.026552182
2/08/2020 21:30,7,-36.4494583,174.2366044,118.42,2,26.5,1.6,6,GPS Schedule,-149.5419747,2.02052527,5.273394356
2/08/2020 21:40,7,-36.4494519,174.2365833,119.38,2,28,1.8,5,GPS Schedule,-108.4500857,5.552197762,7.411899557
2/08/2020 21:50,7,-36.4495019,174.236581,108.51,4,29,2.2,5,GPS Schedule,35.13100597,2.147115722,13.96578325
2/08/2020 22:00,7,-36.4495173,174.2365665,106.19,2,29.5,2.8,5,GPS Schedule,-41.40294569,12.28290312,13.7349415
2/08/2020 22:10,7,-36.4496277,174.2365764,101.38,3,30,3.4,5,GPS Schedule,-175.7969906,25.95527826,18.33761693
2/08/2020 22:20,7,-36.4493938,174.2365767,119.7,10,30,4.4,4,GPS Schedule,172.5911511,7.708985086,9.271744778
2/08/2020 22:31,7,-36.4494627,174.2365877,112.72,65,30.5,1.6,5,GPS Schedule,-114.5786037,9.274296808,7.717615148
2/08/2020 22:40,7,-36.4494185,174.2366755,119.36,2,28.5,3.2,4,GPS Schedule,127.0743024,3.398202019,20.42295167
2/08/2020 22:50,7,-36.449449,174.2366721,118.14,35,29.5,2,5,GPS Schedule,11.90983075,17.08585648,6.449266934
2/08/2020 23:00,7,-36.4495962,174.2366162,80.86,2,27.5,2.2,5,GPS Schedule,160.4741631,13.10632283,13.47645039
2/08/2020 23:10,7,-36.4494782,174.2366099,113.75,8,28.5,2.2,5,GPS Schedule,30.06819346,0.42573,8.363323968
2/08/2020 23:20,7,-36.4494748,174.2366121,115.94,35,29,2.4,5,GPS Schedule,-161.0285918,8.764783422,7.001703078
2/08/2020 23:30,7,-36.4495291,174.2365411,116.19,2,28,2.4,4,GPS Schedule,-126.9947016,5.136743314,6.069429375
2/08/2020 23:41,7,-36.4495368,174.2365976,104.94,66,34,2.2,6,GPS Schedule,-120.9421688,6.81581475,6.429634264
2/08/2020 23:50,7,-36.4494796,174.2365699,106.81,1,34,2.8,5,GPS Schedule,-145.121007,10.70504048,8.684013823
3/08/2020 0:00,7,-36.4495734,174.236542,96.07,4,34.5,2.6,5,GPS Schedule,-147.3386649,15.49581705,33.06732726
3/08/2020 0:10,7,-36.4494767,174.2366667,139.22,3,35,2.6,5,GPS Schedule,-17.32915369,17.95116449,10.22994363
3/08/2020 0:20,7,-36.449335,174.2367633,135.27,2,36,2.8,5,GPS Schedule,145.2926874,15.18208274,33.83123696
3/08/2020 0:30,7,-36.4494711,174.2367806,91.25,2,35.5,3,5,GPS Schedule,-101.4039515,33.3839143,18.85292762
3/08/2020 0:40,7,-36.4493818,174.2371362,129.91,3,36.5,3.8,4,GPS Schedule,-160.7080033,46.79930215,59.92582908
3/08/2020 0:51,7,-36.4493669,174.2366145,122.06,70,39,4.8,4,GPS Schedule,-87.41758852,35.37974728,64.66201115
3/08/2020 1:01,7,-36.4496847,174.2365828,75.99,64,38,7.6,6,GPS Schedule,-6.023960297,29.3709416,25.92086941
3/08/2020 1:10,7,-36.4499493,174.2365909,7.62,19,35.5,2.4,5,GPS Schedule,176.9833598,55.20498577,23.96488878
3/08/2020 1:21,7,-36.4494533,174.2365433,112.45,70,35.5,4.2,4,GPS Schedule,155.168814,56.17238119,12.05074208
3/08/2020 1:31,7,-36.4498949,174.2368496,4.01,70,36.5,2,4,GPS Schedule,-169.0477796,60.74606898,53.83907091
3/08/2020 1:41,7,-36.4493752,174.2366367,122.49,70,38.5,4.6,4,GPS Schedule,-160.8511791,7.369017551,12.47412608
3/08/2020 1:50,7,-36.4494416,174.2366355,114.2,34,36,1.6,6,GPS Schedule,-18.57794075,5.266177418,6.961927922
3/08/2020 2:00,7,-36.4494868,174.2366534,137.7,14,37,2,5,GPS Schedule,109.0920612,6.591051689,30.59150136
3/08/2020 2:11,7,-36.4494854,174.2365799,105.93,70,40.5,2,4,GPS Schedule,14.31656669,24.16169232,7.478562877
3/08/2020 2:21,7,-36.4494266,174.2363204,0.31,70,41,2.6,3,GPS Schedule,-179.8117477,31.63970342,36.42900512
3/08/2020 2:30,7,-36.4495045,174.2366599,121.58,55,40.5,2,5,GPS Schedule,-49.93699294,6.851632366,36.78858026
3/08/2020 2:40,7,-36.4494699,174.2367232,126.78,4,38.5,1.8,5,GPS Schedule,-91.55174076,36.33092968,11.27001692
3/08/2020 2:50,7,-36.4492038,174.2364871,5.17,2,36.5,2,4,GPS Schedule,-162.5522188,31.76999266,32.43318528
3/08/2020 3:00,7,-36.4494758,174.2365977,112.43,58,36.5,2,5,GPS Schedule,-43.06672934,0.899820427,9.21184477
3/08/2020 3:10,7,-36.4494797,174.2366065,110.16,9,34,2,5,GPS Schedule,-61.21196722,8.744699908,7.723408985
3/08/2020 3:20,7,-36.4494374,174.2366888,123.25,4,33.5,2.2,5,GPS Schedule,-123.317367,7.303760553,6.764376842
3/08/2020 3:30,7,-36.4494104,174.2366145,125.62,5,34.5,2.8,5,GPS Schedule,-125.0379465,7.354717221,12.67348958
3/08/2020 3:40,7,-36.4494755,174.2366299,110.79,2,35.5,3.2,5,GPS Schedule,0.134650801,5.318780879,8.380952288
3/08/2020 3:50,7,-36.4495226,174.2366409,102.04,25,38.5,3.4,5,GPS Schedule,120.9591223,9.767286975,9.370037333
3/08/2020 4:00,7,-36.4494921,174.2365387,98.19,2,38,3.2,5,GPS Schedule,125.7493102,10.70255196,23.50545188
3/08/2020 4:10,7,-36.4494382,174.2366377,116.4,16,36.5,3,5,GPS Schedule,-38.32219605,14.15259625,8.959165796
3/08/2020 4:20,7,-36.4493167,174.2366857,134.64,3,31,3,4,GPS Schedule,-140.7819095,11.40539841,16.17464953
3/08/2020 4:31,7,-36.4493728,174.2365791,132.94,70,30,2.6,4,GPS Schedule,-83.77685432,10.29901351,19.40155104
3/08/2020 4:40,7,-36.4494556,174.236631,110.41,32,29,2,6,GPS Schedule,-11.9033346,9.207352137,4.230379739
3/08/2020 4:50,7,-36.4495203,174.2366953,112.48,34,30,6.8,4,GPS Schedule,-154.9301055,6.704273746,7.455617677
3/08/2020 5:00,7,-36.4494616,174.2366776,112.87,33,25.5,1.6,6,GPS Schedule,84.01965051,2.63719293,5.698087728
3/08/2020 5:10,7,-36.4494536,174.2367053,105.66,16,21.5,1.4,6,GPS Schedule,147.729247,7.751213557,82.54012952
3/08/2020 5:20,7,-36.4495086,174.236652,100.77,3,19,1.4,6,GPS Schedule,27.7583473,75.60194203,69.31184069
3/08/2020 5:30,7,-36.4497877,174.2358827,116.06,2,17,1.2,6,GPS Schedule,-168.4738622,6.431721111,44.04451993
3/08/2020 5:40,7,-36.449775,174.2359527,117.97,2,17,1.2,6,GPS Schedule,-155.8739401,49.83589139,175.0839518
3/08/2020 5:50,7,-36.4496857,174.2354079,128.03,1,16,2.2,5,GPS Schedule,-37.30016243,132.8166468,142.697688
3/08/2020 6:00,7,-36.4502072,174.2340744,122.05,5,15.5,1.4,6,GPS Schedule,-82.68630161,37.93965076,25.91724755
3/08/2020 6:10,7,-36.4505314,174.2342088,160.86,8,15,1.4,6,GPS Schedule,-150.7622568,14.98698748,14.30938098
3/08/2020 6:20,7,-36.4503987,174.2342399,147.13,3,15,1.6,6,GPS Schedule,-114.591081,10.60069589,4.112801457
3/08/2020 6:30,7,-36.4504216,174.2341251,96.57,2,15.5,2.2,5,GPS Schedule,162.0086948,12.57119766,74.58021834
3/08/2020 6:40,7,-36.4503618,174.2342442,124.07,2,16,2.4,5,GPS Schedule,-157.2915998,86.01885357,135.7389651
3/08/2020 7:11,7,-36.4504851,174.2332969,78.61,70,18,5.6,4,GPS Schedule,-62.76239296,72.77245361,122.8841608
3/08/2020 12:11,7,-36.4511085,174.2330449,0.1,70,16.5,4,3,GPS Schedule,-70.45319592,77.62021195,112.7877453
3/08/2020 12:41,7,-36.4515356,174.2337306,-0.11,70,25.5,3.8,3,GPS Schedule,-119.0363738,127.7602818,101.7495588
3/08/2020 12:51,7,-36.4503972,174.2339436,154.09,63,29,2.6,5,GPS Schedule,-152.0117966,30.60983123,26.76255588
3/08/2020 13:00,7,-36.4506187,174.2337401,120.81,4,29.5,2.4,5,GPS Schedule,-139.839312,5.323484242,68.00162701
3/08/2020 13:10,7,-36.4506077,174.2337979,134.25,2,30.5,2.2,5,GPS Schedule,97.2885264,68.47166624,14.33312857
3/08/2020 13:31,7,-36.4512214,174.2338773,-0.02,70,33,3.8,3,GPS Schedule,-175.5942,81.6024131,62.21155902
